COMMUNE_CODE,PARC_2011,PARC_2022,evo_11_22
03234,0,2,inf
03235,0,5,inf
03236,0,9,inf
03237,0,2,inf
03238,0,0,
03239,0,3,inf
03240,0,2,inf
03241,0,3,inf
03242,0,3,inf
03246,0,2,inf
03247,0,3,inf
03248,0,2,inf
03251,0,1,inf
03252,0,3,inf
03253,0,3,inf
03254,0,20,inf
03257,0,2,inf
03258,0,9,inf
03261,0,1,inf
03262,0,10,inf
03264,0,17,inf
03265,0,1,inf
03266,0,1,inf
03267,0,3,inf
03268,0,3,inf
03271,0,16,inf
03273,0,1,inf
03274,0,1,inf
03275,0,6,inf
03277,0,2,inf
03278,0,1,inf
03279,0,0,
03280,0,1,inf
03282,0,0,
03283,0,4,inf
03284,0,2,inf
03285,0,1,inf
03286,0,11,inf
03287,0,1,inf
03288,0,4,inf
03289,0,2,inf
03290,0,14,inf
03292,0,5,inf
03294,0,2,inf
03296,0,3,inf
03297,0,7,inf
03298,0,13,inf
03300,0,4,inf
03301,0,4,inf
03304,0,12,inf
03305,0,2,inf
03306,0,17,inf
03307,0,1,inf
03308,0,1,inf
03309,0,2,inf
03310,1,100,9900.0
03311,0,1,inf
03313,0,1,inf
03314,0,7,inf
03315,0,1,inf
03316,0,6,inf
03317,0,0,
03319,0,3,inf
03320,0,0,
03321,0,58,inf
04001,0,3,inf
04004,0,1,inf
04006,0,4,inf
04008,0,2,inf
04013,0,3,inf
04018,0,7,inf
04019,0,5,inf
04021,0,1,inf
04022,0,1,inf
04023,0,0,
04025,0,1,inf
04026,0,3,inf
04027,0,2,inf
04028,0,2,inf
04031,0,4,inf
04033,0,3,inf
04034,0,5,inf
04036,0,7,inf
04039,0,5,inf
04041,0,3,inf
04045,0,10,inf
04046,0,4,inf
04047,0,3,inf
04049,0,21,inf
04050,0,1,inf
04051,0,1,inf
04053,0,3,inf
04055,0,1,inf
04058,0,1,inf
04059,0,1,inf
04061,0,3,inf
04063,0,17,inf
04065,0,5,inf
04066,0,4,inf
04068,0,1,inf
04070,0,99,inf
04073,0,0,
04074,0,1,inf
04075,0,3,inf
04076,0,3,inf
04077,0,1,inf
04079,0,7,inf
04081,0,6,inf
04084,0,3,inf
04088,0,28,inf
04094,0,20,inf
04095,0,0,
04096,0,2,inf
04097,0,2,inf
04099,0,1,inf
04101,0,1,inf
04102,0,2,inf
04104,0,3,inf
04106,0,4,inf
04108,0,9,inf
04109,0,2,inf
04110,0,7,inf
04111,0,8,inf
